transaction_value,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value
3897,6779,16381,15239,0,8043
19039,0,0,13744,7247,6775
5196,9895,3346,0,5196,5786
5993,0,0,8786,0,3196
0,11620,1500,13097,0,0
3548,5598,13463,11138,8526,0
1500,0,17166,2397,0,12992
799,0,2699,8686,150,9894
0,7960,9389,0,19744,3500
10956,0,4093,16259,5994,799
5970,4776,2898,0,4347,0
7192,2592,10180,0,0,2150
898,0,25158,11867,15464,0
5150,7045,5997,10110,17874,22752
13605,2795,9744,13425,7593,20051
11478,0,2598,0,9874,0
12566,9440,14315,22227,1000,20680
9176,946,6770,20230,7947,23576
0,0,9560,15005,0,3647
0,18891,3995,12072,0,9929
0,4091,2500,11591,6045,13466
450,11096,15744,7738,7696,799
15292,0,6420,0,13789,7293
8327,26221,10793,11915,4141,12078
22452,0,17786,499,21357,0
7790,199,0,0,10274,9289
16093,0,1650,10895,10379,12957
0,3588,12490,0,2000,13186
9294,10291,21885,2600,8883,9533
4198,6186,2249,16857,22641,3945
0,0,3991,5628,1299,4898
19357,13176,17455,10467,10094,14762
1598,8495,2097,16462,9098,17853
0,2296,16985,6579,7696,0
17577,0,0,13289,1896,10342
12970,5833,6444,13336,8395,8196
8968,11681,0,11782,10574,16532
6291,7893,0,4950,0,9176
8794,17754,0,0,0,0
9895,0,5450,5276,1950,0
16388,0,5494,0,15259,0
0,6075,10410,14652,3146,8358
6998,4776,0,0,796,0
16992,11020,2397,2397,3897,14404
12493,20312,9940,10242,7960,14362
4687,5642,8196,20754,6485,2799
14656,2199,15179,10894,12784,10354
0,10392,5636,0,10342,12359
199,12264,500,5397,3395,2398
16573,11148,8090,12577,10486,0
7584,7786,19143,2294,12199,5397
18818,3994,3996,0,4095,3698
7770,13357,0,8934,0,8176
9090,1797,7592,8847,6388,13014
8410,0,3980,1299,6600,4497
10870,0,19147,8065,16777,15714
7337,8070,4494,11140,10794,799
5388,5584,13779,13460,6000,0
10590,7191,11426,0,7300,19817
3796,9397,20225,0,0,7000
3098,0,0,20432,5646,0
0,0,7583,6744,15314,0
11797,0,2994,0,9677,0
8296,0,10581,8050,0,7995
18994,2598,0,18690,796,3795
10558,6196,2697,0,11364,6598
24960,5097,7995,7176,3797,0
3000,1197,7796,5480,11761,0
6690,2000,6230,8344,24618,8892
6766,18661,6270,0,4500,0
0,3699,19051,0,24002,500
8397,14994,19183,4396,7196,1699
3245,5837,0,1990,17402,0
3594,5385,1150,11495,0,0
500,22360,12392,8392,15647,0
0,13789,17371,10592,11367,5346
15740,11088,0,6297,14580,22276
26455,7066,9092,0,3490,13869
16734,5149,1898,11857,0,796
19852,13568,3096,4946,0,0
10276,15994,14439,0,20554,6793
5995,9093,13269,19120,9980,14703
0,4299,10357,11047,3047,2748
199,22902,150,8091,7095,11389
300,19896,0,2998,0,11481
17386,0,6344,23485,0,0
0,6000,10666,0,150,11196
0,18326,0,3450,0,0
9080,6844,0,0,14658,0
13542,6745,12874,0,0,0
24665,7960,4495,9166,2397,1400
0,3640,0,398,8326,4494
0,799,13793,0,2150,0
12666,5294,17740,3992,4397,3496
5248,0,10558,7748,0,6996
0,3398,6629,6796,3495,11867
0,0,16100,11756,4779,0
5878,6420,3000,8696,8543,0
5397,0,21810,6248,7396,0
5429,3897,28117,21956,597,11887
7887,0,10240,0,11630,12100
13957,0,13686,0,3290,13745
22415,6186,0,0,0,11825
2596,2449,16942,13783,0,3196
7300,18847,799,0,6397,19064
6150,14573,597,13455,11719,0
2547,10166,20166,0,14171,13606
0,16118,8470,11042,0,20436
0,7476,12894,0,8091,30293
0,0,3897,2397,25053,15698
13058,0,1794,6696,3296,0
9548,5696,4189,11186,5794,2994
548,4393,2045,18078,29268,17550
0,8585,0,12478,9797,3095
15871,0,0,3196,16000,7174
0,0,500,17794,6186,5098
6485,0,13096,450,6000,19160
6696,799,16192,398,0,0
14079,10110,1500,7683,8887,2300
9772,14951,0,2398,16772,2939
14114,11156,0,0,17447,5786
3490,10279,4696,9659,0,10729
19944,5397,0,9316,1500,0
3895,0,8044,1999,0,0
0,9164,23034,14955,2896,9796
0,14307,15442,0,4794,5783
0,0,4950,0,6794,4800
4546,1990,5140,9576,0,0
7743,10867,1849,8546,9270,3980
450,12988,5100,1990,14551,5696
6043,11196,4197,3897,12692,5693
11058,13409,5897,2600,0,0
7997,23267,4500,0,9793,1099
0,5799,13954,0,13007,18451
0,0,0,0,11092,8296
0,7783,17771,5448,150,3996
8970,26343,0,6837,15381,12565
9977,0,0,10685,6497,0
3300,10717,15168,9394,6185,6470
0,796,0,3196,0,6294
4650,4496,5398,17485,14962,2500
1749,7991,4796,10556,2397,0
10146,4497,9179,6000,4495,5345
17166,13598,20779,3980,1500,11389
0,10175,0,7598,23157,4650
13954,0,6000,8560,13790,12580
8193,2000,3199,0,7194,18075
10455,946,11110,0,3098,4598
0,199,1699,5196,3698,0
0,0,8194,20774,0,8743
2150,9568,15372,2750,17352,15763
3000,3898,5796,14457,6600,20118
3846,0,24203,10176,0,7340
3980,6799,1990,13330,9458,5391
9626,650,13448,8995,5893,4500
17069,11791,18331,2795,15583,8565
23266,19214,1990,0,0,0
0,8694,0,20774,10280,10167
17737,0,5196,9507,2397,450
9892,0,12500,9940,4237,6995
0,7891,0,12658,9294,15399
0,13614,5440,12702,30058,12364
24631,9396,1000,11377,2189,7960
11886,0,0,1300,1448,18371
3289,11890,12480,10492,0,4598
0,0,3098,2195,4480,0
6097,21356,0,0,0,12344
199,6098,0,8092,5697,1096
0,13763,0,4087,1598,8596
0,21952,7960,11355,0,8392
13666,0,4047,5794,2949,0
1990,9696,12963,7990,12420,0
16522,8932,6692,4588,6300,450
1500,4198,12547,2299,3894,0
0,10295,10163,19264,24749,0
0,12289,10176,7397,0,5980
4846,6000,0,13189,7295,0
6500,13476,4500,1698,4980,0
2949,6198,5970,6000,0,799
8988,2697,9542,10856,13060,17646
0,1799,10495,9496,4000,0
6500,14930,0,3997,14756,15548
19404,6484,13288,15955,13921,10193
0,10068,7191,14772,0,5995
15690,11266,199,15455,10496,0
4500,1246,16255,5096,9098,7629
14306,0,8119,11895,0,0
0,22765,12022,6696,0,20465
5088,5992,0,19902,2897,9377
4500,11795,9891,17563,0,8980
15445,18957,0,2000,0,6490
8293,9747,22861,1500,3980,12694
12255,0,22224,0,6567,8299
8291,4094,10560,10260,1598,1299
0,5992,2596,15973,8796,15528
796,2000,5095,4645,1797,20636
1299,6518,796,5898,1097,10789
3450,17406,18338,6000,9610,8000
10847,0,0,8246,19355,0
5799,13404,0,2397,11970,3394
0,13615,5177,1844,18892,7676
16470,6420,18271,1950,9936,1500
13863,4295,2498,11397,15656,4280
450,3140,4992,15058,5000,16950
2548,12043,0,6891,18755,0
12943,796,14745,2000,5397,2149
14794,0,20573,4738,0,6384
9683,4997,29549,11729,14456,8960
0,0,0,14257,0,7576
10479,0,2297,0,1598,0
2297,16953,10987,20302,13656,11067
398,1500,9068,5897,0,7544
11666,18060,0,2786,14857,2599
7950,0,1500,2598,3199,0
10663,500,4577,5186,7318,4297
450,5990,2247,13955,8872,15254
11609,7817,7266,2598,0,0
0,6797,11367,2296,1249,0
13968,0,2749,18516,11867,12481
0,0,849,199,9620,0
9895,23857,4485,11257,3000,16392
0,0,5542,6196,0,13903
7145,27259,4094,0,0,12094
12028,6619,3548,0,10326,799
2095,10176,3790,14656,199,0
14196,5584,21000,450,7647,1396
6490,7241,5875,7186,0,0
796,19167,6393,0,12093,1598
0,600,0,6744,0,199
0,5598,0,0,3450,19121
3398,0,8975,0,3394,2097
0,10594,10626,3748,5396,11297
18857,12433,14305,6270,4289,2598
747,16216,7384,5495,0,3980
0,7980,0,0,2045,11450
0,0,0,18753,11492,0
12900,0,3196,0,600,0
20402,14554,18717,6195,4196,14965
1949,11809,0,0,0,0
0,3496,6144,0,0,5480
26390,1896,11177,1299,9271,17184
13243,349,16164,3897,600,17659
6368,14129,6249,1500,0,3790
5296,6595,5696,16555,3488,5878
9691,18534,0,6769,8176,5429
36876,0,25762,15195,0,10336
26375,9219,1799,0,8910,796
6943,0,3940,6000,3897,19686
3488,6120,7192,0,1990,600
3196,300,4500,11739,5196,16755
4498,8246,8630,12264,16251,10568
3500,6442,0,4693,23148,5195
2000,13378,3248,3298,7964,9992
3940,7970,8394,0,0,8159
3196,12995,7434,1150,0,13256
14263,5679,10640,14054,450,0
8220,11300,12295,20053,15341,0
12445,0,10746,12599,0,9693
11093,7592,2398,8696,11754,1047
14787,0,12582,8794,17405,11709
9078,12792,0,0,5930,2100
1699,597,0,0,9892,2500
15933,0,5697,0,13555,4590
23957,11641,11675,11903,7960,6980
5100,8593,0,0,0,3000
6300,6000,9476,10598,14977,0
15465,19032,8678,13213,3897,10396
9962,8548,10743,2698,14391,13512
8392,16550,6196,799,1500,12219
7492,5500,0,8377,4898,5590
8595,0,0,0,16924,300
597,2048,4500,6779,0,19970
0,4592,5294,0,5790,7093
20827,13891,7398,9788,5897,9397
11955,0,1450,0,7970,0
0,9548,0,2548,0,747
7949,16563,2748,10357,6394,2698
0,6797,1299,4696,0,14065
17014,7777,796,0,7789,5346
8076,6470,16661,900,848,16192
0,12454,2495,15962,500,22067
3990,0,10696,1796,2397,8767
0,0,0,9686,7092,0
2940,0,0,0,14915,0
12450,0,11430,19855,1848,0
2388,0,1500,11769,13791,18774
0,0,0,2388,2994,150
16872,7694,15713,2495,12460,4598
0,5342,3000,1000,0,16577
0,5696,9657,8784,23133,0
0,0,0,4500,0,1197
13485,2097,150,12816,1000,0
0,2500,9291,5196,10858,7098
1050,15563,0,16586,20596,2097
11437,1600,5195,6575,4190,12858
14005,10306,11896,7996,13340,3799
16166,3897,9950,11439,8849,2697
2596,7675,0,0,8897,11795
13882,3300,15986,12976,2849,14966
10357,7042,13276,9166,13838,7769
9683,29846,7130,6480,1598,8899
3395,16811,4479,20263,9079,16369
18494,1650,10196,0,6744,12189
1996,20117,600,2799,13113,8394
4644,25518,4489,600,2095,10900
150,4497,4500,8795,0,0
16958,2490,2000,300,10842,4495
6470,21862,2098,5876,3997,2796
450,14656,0,5227,22777,12692
4289,5998,1299,3549,0,0
0,8042,20214,13220,1499,11679
9478,7492,4500,8345,0,0
1697,3598,6199,597,8799,0
0,300,15871,600,9922,199
6741,2998,13493,11591,14963,23851
18308,4047,12857,20054,2597,4090
3897,14295,0,2097,450,0
0,5949,0,0,7393,16367
0,0,1799,0,2796,17639
7047,12691,7950,20635,24395,4289
15394,4929,2949,5679,14954,19123
799,12083,11681,9182,16046,6347
6299,4090,10167,0,5895,17693
7960,7569,5596,0,9760,6984
3598,0,12696,4544,11966,2547
9789,14753,8759,6548,0,8493
4893,0,15355,13218,18335,19877
2598,8192,28324,8879,2596,8566
2699,4598,500,1697,0,5028
11607,7578,20875,398,7150,9547
16890,3000,9289,9974,4897,0
6388,26317,12656,6749,3597,2396
17063,12571,3292,0,2397,5970
12366,1990,8756,1500,8900,0
9715,0,3888,15869,15295,7079
0,7491,3897,0,17139,2000
7098,19170,0,4500,20205,597
0,11269,3295,7387,898,0
10388,25378,4098,0,17302,5186
16559,12914,20402,0,8393,23678
6098,11995,9337,19055,5194,7743
11438,18756,26711,0,2000,9910
3000,10542,4387,5597,0,12975
0,7997,6694,11847,10430,2000
16557,12890,16610,3990,5995,0
0,15233,0,5196,12319,8881
1096,8194,19414,11744,3796,0
0,8479,9430,16188,0,597
10116,450,5327,13666,0,5970
8196,0,0,0,0,4744
14594,21323,8196,18679,10708,4044
15676,3446,1597,9766,3100,5547
7285,10129,7548,15544,13192,4950
0,0,21096,5598,0,0
25842,0,0,10848,0,7784
5290,0,0,15044,11889,5245
3897,2296,0,4196,11913,24923
0,12378,4696,1500,0,0
18904,9346,0,0,6766,799
0,25076,3193,0,17069,9087
13109,0,8748,10923,8496,0
12176,9466,19362,6000,8997,0
0,747,0,0,0,6346
6098,14857,15272,9688,0,8269
18052,3000,9358,15717,150,13057
17197,3000,0,0,11177,0
0,600,0,0,0,1598
4085,6134,5987,10296,16590,10366
23148,8917,3297,5970,0,5795
11491,199,6500,0,0,17655
11593,3196,12097,0,5145,5793
0,6795,5498,3787,1697,17448
2598,8094,17749,2000,15460,747
20857,12105,12385,9641,10094,6548
11397,4395,7569,3196,0,3786
22899,22962,0,13269,0,2695
11495,8960,0,10676,9676,12191
9398,2197,16332,7500,20288,7392
7191,5994,11785,6000,13100,27149
12589,17504,3996,11196,2599,5837
9676,0,7118,0,0,0
17083,6769,6094,0,9495,20034
8195,5685,0,9788,6800,4280
9460,8337,4179,0,12084,2195
0,0,18553,8391,8693,10556
0,0,1300,0,0,18657
1000,9847,799,5291,2996,18348
17648,0,0,11279,4897,0
0,23862,300,10694,1799,3098
13599,0,7960,7794,12855,2397
4098,7175,18698,7093,3645,14687
6846,17857,0,4947,0,1595
5685,1699,3897,13193,3397,4699
12240,9527,0,650,2299,0
7391,18915,2597,12395,11059,5896
0,14352,1990,23918,12195,1299
5030,5480,12987,9683,3594,8979
150,7595,21746,500,8389,13440
16583,6490,0,0,2296,0
796,14456,15257,20724,12600,3549
10464,18151,0,15657,3897,398
6184,11081,0,2397,9288,22189
0,17325,2048,5598,14612,8593
3196,10470,3980,20430,11130,2149
6897,9785,15213,9692,20586,11391
1000,3398,24641,7100,17053,0
2990,7544,0,0,13485,21104
5547,4197,9316,0,0,0
9578,0,0,0,0,8044
0,3300,7596,15088,18044,10094
10388,2048,18995,15894,8836,0
13704,3897,9859,0,0,2296
8045,4995,5970,0,9616,9650
8960,15263,9595,0,8774,0
13867,0,16312,7593,12110,0
1299,2598,3000,0,0,6270
796,0,0,22281,0,10492
3591,0,7970,5196,0,4148
12294,5980,0,0,3394,9474
7944,6000,450,0,9273,8218
7960,19163,5598,4945,15459,10910
10609,6747,0,6896,10274,6196
15593,3197,10857,12543,10395,0
0,2397,6420,3195,5878,12026
12258,3980,2797,0,0,0
0,12184,7146,0,0,0
3797,14193,5395,0,5196,5799
4992,29026,0,10557,0,32617
12287,13080,0,0,9057,0
6292,8260,5896,4500,5892,0
10135,4197,6000,10867,5490,4196
0,0,17171,9476,0,12146
4926,9176,7696,7693,10592,0
5596,600,0,9380,0,12380
12294,0,9544,6696,16266,3346
0,9157,8557,0,11085,13847
14626,4776,3193,6097,0,9688
10274,6677,4849,18742,0,0
3397,300,0,14027,4047,3196
0,16357,1000,9576,0,5195
12376,4179,22022,5799,8047,12079
11262,4197,0,500,17320,13693
20439,6445,8380,12460,796,6779
10696,0,8776,13570,949,20646
0,12578,8198,16073,0,9566
4397,0,2000,3980,6500,33399
7693,0,9197,6567,6093,13894
199,7748,7090,0,4694,9186
4994,8146,848,0,699,2650
14559,11356,0,0,13794,0
0,4779,398,4598,2899,2598
15102,17283,0,7476,11984,18054
0,3897,5500,5397,13066,799
19704,3745,24000,9863,19010,6635
17595,1600,3294,4833,6293,9528
15166,0,7300,3598,0,0
0,4500,15316,6770,0,0
14770,5095,15169,0,11908,0
9341,4843,2394,2898,23281,398
18154,3048,18106,15563,5949,14557
4090,0,10500,6485,12367,0
24144,18373,10496,5186,13192,13397
8388,9796,2887,4993,5579,19049
0,0,4993,9790,8092,7596
1800,15477,16593,11960,12115,1598
0,1199,16874,0,11639,17362
0,9558,0,7578,4694,9766
0,12357,17077,5177,0,300
9239,2450,16532,398,300,0
1347,8494,8397,5578,15259,12496
3980,10687,15996,0,16135,0
18390,7920,0,0,796,19815
26603,0,6796,6766,6594,0
6990,4248,0,3796,23065,5982
10614,6000,1946,23282,0,16510
0,13066,12861,11161,0,4588
6537,0,199,4299,8410,1398
9659,6000,0,9409,0,17307
3649,6578,0,13753,9858,10093
0,11994,17259,10384,0,26947
1650,9529,7093,150,11796,22903
1497,7960,6088,3980,0,0
12282,0,0,17558,7565,8098
597,15602,7078,0,1699,7269
0,4398,3897,3196,9739,4397
9475,2339,450,6597,4500,0
19541,4393,9500,13452,9710,5346
0,5100,0,14882,13988,8470
8236,15482,0,22967,0,12273
0,5378,3598,11038,5196,7889
18979,35518,9492,10580,13691,18132
10136,0,16587,10024,11702,12991
9593,4696,2397,10092,0,13985
0,16747,10993,18394,3980,20053
0,9445,8896,7397,7995,17852
8299,11349,2597,0,12662,0
13596,19204,1990,26555,0,0
7328,0,8067,8397,18040,0
16373,0,0,0,4500,2397
0,11996,21348,14982,0,0
0,24038,9997,0,597,18520
0,4148,8634,0,0,16291
16279,150,1650,9663,9126,17544
12972,14286,13997,5878,0,8781
13756,11436,0,13259,0,8516
8787,16930,1097,0,0,6567
6796,0,0,2500,0,0
5393,15240,16593,4939,4644,11177
0,4844,4396,799,8440,0
3098,17251,1598,12664,9191,0
3846,0,17637,0,4146,0
2247,898,7480,7727,0,0
9395,11698,24947,8292,3946,25751
12863,6800,0,8955,7279,597
1598,10592,8470,14182,0,3046
600,0,12238,0,2838,11106
4289,11197,14156,17692,3695,5094
0,0,16714,7391,11257,26595
6899,0,25567,21716,1296,6588
4897,18133,7196,0,8896,7645
30066,15895,0,7366,9372,8236
8092,4789,0,12769,4347,3193
2397,10605,8168,0,7793,4039
0,0,9956,15362,3797,10171
16355,0,0,12558,5996,8492
3646,8190,15951,11945,22628,6199
450,18931,199,0,9499,11166
0,5596,0,4799,0,7480
1000,2249,10089,3548,4292,199
0,7940,19457,0,300,6683
0,7093,7398,8165,13759,199
0,2896,10356,0,5744,8598
0,10596,5048,9496,10886,14265
6290,0,4843,0,450,22268
8266,8143,0,16430,13156,25441
7696,0,16593,17652,14191,5887
0,3000,4098,9289,0,0
18852,0,0,12375,19815,0
24988,13294,2198,3980,12293,0
11618,0,13166,4588,20136,10636
14466,9266,22699,799,11781,0
20130,0,9847,0,7533,0
0,0,6098,6000,0,2898
0,26892,0,15599,16670,8615
10490,8245,0,0,1448,0
0,5846,0,6392,3295,3196
10761,12196,25567,12867,13952,14949
12139,0,0,6845,0,2794
0,2597,8590,14578,11950,0
0,5346,8165,0,12460,6299
3744,0,9547,2490,8590,6398
8892,3980,0,4000,0,3896
0,11058,5498,11466,12827,7399
0,19807,7693,23053,2195,0
7197,13537,0,28120,0,7047
2397,0,2000,13612,0,0
0,3450,799,1000,3596,0
14490,0,0,0,4398,4588
2898,11465,3144,11514,14473,0
7176,6347,5878,1299,16545,8269
11590,5439,4887,0,4290,0
3196,0,2799,6500,6142,12455
11988,7145,4696,43624,3796,5492
0,23750,6791,0,9007,0
4197,450,13397,6192,8294,2847
3349,21549,9792,8093,13976,12173
28014,15245,14590,9689,0,3980
0,0,15853,799,26509,6345
5796,19524,7697,12166,2490,14260
500,5100,0,7697,18688,0
3844,15764,22622,0,0,0
13990,23454,19274,10405,9960,26651
0,7894,21178,0,13290,15056
1199,0,0,5548,0,5195
1990,0,3992,0,6169,6575
14397,9095,9478,17270,1500,1047
0,3098,2000,6322,6398,15972
8260,300,11543,6784,0,0
15362,0,11505,0,7794,7176
7277,17940,0,10194,0,7796
21988,199,3496,3790,4630,8542
25761,1990,13420,998,4347,7889
8493,4537,150,1800,0,699
2098,0,0,0,0,0
3897,4595,17237,3980,0,450
5395,12986,20395,4500,20000,9095
4500,13341,0,0,5990,3196
14666,10532,18963,0,17656,9480
0,5594,17952,17671,6393,18611
13302,6600,0,5998,5279,0
11008,16585,3198,0,9696,12346
3495,14412,0,10042,19126,17266
9779,8460,2248,0,7397,4500
7794,6744,3000,12362,10588,796
0,15813,2897,18946,13690,17711
0,14358,14744,1898,0,8797
2799,300,3695,0,25222,0
5495,6888,7187,0,7739,9527
0,8395,2500,6294,0,23534
0,22362,6120,0,0,9845
9044,0,12463,1990,3398,3000
0,6645,0,8697,14160,0
15151,11792,6596,2397,0,6796
18430,5143,3796,12556,1990,0
16349,2048,15164,13853,17462,9677
7127,0,0,5196,0,0
16489,2898,8264,3697,23526,21183
5140,11548,8694,796,13477,13176
6348,12243,6490,0,0,6567
12099,14392,0,9392,1996,0
4093,1299,14441,0,2296,0
1749,10558,0,0,4378,14720
11840,5980,13299,4494,0,4776
0,0,19433,1100,6319,5486
0,7095,0,14672,9080,1450
5992,0,8392,12171,796,7346
7546,16400,10068,5789,0,4299
1946,4246,11354,7366,0,16862
13191,11635,0,15394,2397,600
10296,8676,0,0,0,0
9215,5982,2388,0,9443,14975
0,4295,6779,6495,15784,0
4093,9189,5196,1650,4650,14989
0,3000,14894,0,14557,0
3095,150,14842,0,15769,15430
10222,3945,3990,12575,14490,10042
6894,5588,27334,14687,18838,13337
16596,9457,2198,7794,1199,0
10270,11793,2149,0,4285,9494
9779,8909,6300,2394,20829,2994
0,0,18414,11067,0,0
5592,2599,9593,0,3548,9892
13296,22324,0,0,0,6538
4500,10860,3095,0,0,0
2397,6500,5397,3000,0,15379
0,25357,0,7960,1650,15816
19064,8093,6043,15373,8992,0
7987,6398,0,4097,10093,7092
799,12193,21812,16437,0,4245
11970,3196,4095,0,28678,13965
8444,11664,7877,16511,1598,199
2698,0,29554,0,12058,14790
10990,3847,10944,8397,10146,19960
6695,7960,0,1396,0,15976
4500,34488,2398,10362,21904,11793
5970,10179,4394,0,4693,3747
4038,3897,10373,6696,3697,4095
0,8422,597,7793,9960,21591
3898,8186,7995,0,0,11244
18191,0,4397,9269,15560,0
4980,20175,20651,10383,2799,12157
15129,6150,0,15262,12591,6586
8195,0,0,3786,14754,0
2000,7893,4696,2990,15130,15017
9206,1299,2797,0,0,20542
0,20177,7745,3496,8545,2596
10357,6387,0,0,4978,0
11630,10903,8756,0,3196,3193
4845,9827,4847,11735,8691,4198
7694,6996,4500,1300,6000,13593
0,3197,3995,0,8966,11845
1299,5095,7470,12093,12826,0
10696,6796,4150,7696,6995,0
21508,0,0,8842,799,3894
0,8159,2048,12587,0,10243
5543,0,0,0,25316,14653
6169,5299,0,0,4500,0
9562,4287,11498,19053,7929,2397
5532,6997,7877,4776,7897,21832
13984,0,0,8300,15656,0
2450,8397,0,6796,4693,0
6080,0,0,4098,7898,6441
0,2000,5793,3696,7770,2100
16111,5094,22465,20900,0,3399
0,597,6746,0,14598,12293
7950,3098,9382,10693,0,2247
23514,7394,0,0,2300,0
11284,0,0,4897,8876,11690
1150,7193,11392,11346,0,8327
12555,10269,9395,0,0,10699
3000,4580,8273,0,2896,6177
5098,0,12666,0,6470,15654
31009,0,7975,199,10194,0
0,9867,2300,4378,0,1990
0,16668,5299,4599,1197,25622
13088,1800,8480,0,0,11166
15460,0,16680,11778,11291,5430
1699,1500,22842,4548,5196,7568
28371,1500,9196,8500,16789,11287
3793,15665,0,15857,0,11669
23431,5347,3698,0,3196,0
18045,2496,12166,499,12583,12864
0,0,1896,4187,398,15676
12455,11866,0,0,5697,0
4084,9942,0,398,2747,10995
8196,1498,11689,3787,6796,14367
650,150,6430,0,4179,20354
9193,2099,9689,12563,5970,4349
0,0,18955,9950,14553,6196
4243,14956,8676,3786,6120,17847
12893,20452,0,9485,10496,0
10954,14797,0,0,15063,0
15745,9295,0,5397,5796,5642
5897,0,11980,8100,0,16691
2000,11545,10880,5646,7193,17359
8076,16990,0,796,23176,8440
500,3980,0,10690,15153,7786
4548,10098,8728,0,22549,1099
0,150,0,8970,900,0
0,0,12939,8992,15442,5970
9993,16957,11495,6000,7066,6000
5146,2898,12239,33519,6677,17753
11913,0,0,5799,0,3797
2397,28601,5495,5931,8048,0
11342,11562,12293,18090,18048,14239
12480,0,0,3496,15404,12778
0,9225,6044,3799,3392,2899
6990,13795,11596,0,13246,7942
11196,11578,11887,0,9646,0
3097,10369,8277,19715,2796,6686
0,6130,0,0,11786,17554
4387,13294,7690,9776,9196,0
8327,8110,3000,3897,3099,10397
0,0,5196,7495,10960,10588
0,0,16020,24558,9960,0
1800,7470,1699,6769,7774,9460
0,5970,0,5495,5000,3696
3450,9593,1598,0,11390,18951
10390,2140,0,0,7696,16256
8590,0,2000,0,0,0
5992,5500,0,8970,0,500
4500,13875,0,4038,0,398
11867,0,16579,8391,9597,300
11101,11862,2388,10486,12460,16839
20012,0,10568,3198,11491,7990
950,3980,0,12374,11985,0
9790,9176,0,0,6430,0
0,4500,0,1699,2598,15867
3196,17418,5226,5300,9093,4594
20327,0,10945,4098,0,2500
5494,19188,18392,27215,5130,3643
5193,2345,5598,7318,15214,14538
0,0,8358,9233,0,0
8195,4795,3450,0,4393,0
8795,2095,5600,10941,17598,5100
3490,8594,0,3399,17559,0
2450,13861,4393,0,5239,450
9018,11734,4130,26483,13940,0
11857,0,7480,23920,649,7995
3150,12588,1597,3738,5196,9696
5196,13460,7374,1500,12871,3398
12657,0,15284,13462,0,2697
24535,3699,0,9196,5997,0
5799,0,4196,10359,0,9460
25229,3980,8159,5970,4299,6897
796,5190,25123,6096,2698,0
14425,6091,10346,10693,7419,6098
12895,0,0,0,17968,10857
14548,9593,0,15717,0,13906
0,0,10573,0,8100,3150
3098,0,3944,8740,10605,0
8593,11564,0,5793,16772,9897
7970,8110,11920,3600,5599,7198
0,0,1148,12763,1500,0
5590,3398,8780,10158,1047,5146
0,18901,10689,6270,6770,9297
1749,0,0,6796,18038,4398
8678,16826,16295,0,0,7899
10265,0,0,0,13397,11793
0,5693,5693,12377,9346,0
0,799,3000,9642,0,7294
3948,4047,6891,4990,4995,7091
16793,0,9206,2798,0,0
699,7469,0,3980,14043,6675
10854,12096,0,796,0,6146
11490,0,5196,2290,0,0
0,0,14595,24938,0,16362
5929,0,0,21259,0,0
6590,5097,398,13259,9514,10657
0,949,1598,3786,0,9445
13505,199,9806,30596,10669,5799
1099,6888,1990,33089,1299,11676
300,16357,9889,20621,0,13595
9345,6598,17016,0,17385,10694
6766,300,6485,7782,18156,12096
0,0,0,0,0,10558
9042,1050,300,0,12196,0
4843,150,1249,18231,14557,2893
8674,6000,0,6738,9270,1996
13472,12003,2098,8444,9798,6695
8686,12392,7098,3150,15353,0
6368,0,15168,30047,4299,7600
10465,4393,7347,0,4038,8367
